0.009418763	0.023914006	-0.021313619	-0.019042568	0.03471233	-0.023609187	-0.0069388975	0.046588875	0.05081783	-0.023543991	-0.04501959	0.027917335	0.005901599	-0.020201817	-0.042621866	-0.012697839
0.040058922	0.022127563	0.045152582	0.0009915788	-0.011885125	-0.011640006	0.013106361	0.04117233	-0.01873938	0.021643737	-0.014155268	0.0420043	0.0004885675	0.008941765	-0.036704864	0.00738986
0.007031815	0.03670231	-0.027180083	-0.04315768	-0.0055041583	-0.0019101303	-0.024364239	0.035877332	0.018942308	-0.016456518	-0.023233851	-0.009100287	0.028658383	-0.002951014	-0.00035774717	-0.014561831
-0.025021762	-0.043098103	-0.025780724	-0.036088586	0.05822983	-0.054416213	0.029524999	-0.04316148	0.029632445	0.04570008	-0.023031218	-0.012543464	-0.031391297	0.06457493	0.021569284	0.048353158
-0.038296234	0.035623852	0.007927471	0.009831268	-0.016022952	0.022715613	-0.021489074	-0.004121628	-0.02691455	0.005430815	0.0056030434	0.028387416	0.03330707	-0.0041394816	-0.010951223	-0.003579227
0.013574862	-0.04367577	0.031067437	-0.033506826	-0.046312794	0.019785803	-0.033219334	-0.027459513	0.027855182	0.033454914	-0.020086464	-0.019682417	-0.023959924	-0.028161092	0.051609352	-0.029056782
-0.057733767	-0.015379062	0.060795892	-0.009297934	0.062504716	-0.008469601	-0.024019245	-0.014219197	-0.024849486	0.051158033	-0.022351943	0.03353144	-0.0130224675	-0.022863874	-0.016122365	0.000492933
0.0054111043	0.02350155	0.0016832042	-0.03252878	0.008966753	0.01895738	-0.006318833	0.017586073	0.04318926	-0.007830307	-0.014852213	-0.023190249	0.01002045	-0.0055187726	-0.012244014	0.013104412
0.0042777727	0.01603759	-0.039786194	-0.05853834	0.0022134392	-0.028784083	0.0038766498	-0.040432934	0.049493413	0.03905378	-0.03605075	0.03422618	0.02331825	0.03511474	-0.04819451	0.019766241
0.020131228	0.029444948	-0.026676198	-0.023380484	-0.033682328	0.007108783	-0.02998865	0.044940278	0.03992633	0.016145287	-0.00047179687	0.015577644	0.01706453	0.04998561	-0.022382924	-0.041880466
-0.048498727	-0.053353094	0.01576676	-0.0550866	0.04135827	-0.025584249	-0.037321292	-0.041777257	0.031571038	-0.018857788	-0.023093335	0.028374715	-0.035778344	0.02884107	0.01413013	0.044508066
-0.023577908	-0.030043911	-0.012770702	-0.027322456	-0.011612729	0.005197214	0.0018589584	0.024600387	-0.055055186	0.0106650125	-0.015357978	0.03062335	-0.035577126	-0.0030053619	0.01687031	-0.024864746
-0.010079012	-0.0007646998	0.045467015	0.014155047	-0.02346865	-0.034839053	-0.025390094	0.030478261	0.029015264	-0.0044717225	-0.022010146	0.0064556687	0.03279088	0.028519798	0.013475812	0.04217387
0.023501452	0.025802488	-0.036534775	0.04368888	0.024427941	-0.0070866067	0.022460034	0.031837624	-0.036083568	0.013472659	-0.034398228	-0.04190359	0.03472297	-0.007747589	-0.0027606247	0.04806532
-0.03163614	0.04721864	0.026946908	-0.018959535	-0.010386298	-0.035276897	0.0475479	-0.03022468	-0.033178244	0.022913765	0.007930298	0.025260532	-0.03196273	0.018265288	-0.009171806	-0.019472862
